0	1
1	2
2	3
3	4
4	5
5	6
6	7
10	8
11	9
12	10
13	11
17	12
18	13
19	14
20	15
21	16
22	17
23	18
24	19
25	20
26	21
27	22
29	23
30	24
31	25
32	26
33	27
34	28
35	29
36	30
37	31
38	32
40	33
41	34
42	35
43	36
45	37
46	38
47	39
48	40
49	41
51	42
52	43
54	44
55	45
56	46
58	47
59	48
60	49
67	50
68	51
69	52
71	53
72	54
73	55
74	56
75	57
76	58
78	59
79	60
80	61
81	62
84	63
85	64
86	65
87	66
88	67
89	68
90	69
91	70
92	71
94	72
95	73
96	74
98	75
100	76
101	77
102	78
103	79
105	80
106	81
107	82
108	83
112	84
115	85
119	86
120	87
123	88
125	89
126	90
127	91
128	92
129	93
130	94
132	95
133	96
134	97
135	98
138	99
139	100
140	101
141	102
142	103
143	104
144	105
145	106
146	107
147	108
148	109
149	110
151	111
152	112
153	113
154	114
155	115
157	116
158	117
160	118
161	119
162	120
163	121
164	122
165	123
166	124
167	125
172	126
173	127
174	128
175	129
176	130
177	131
179	132
180	133
182	134
183	135
184	136
185	137
186	138
188	139
189	140
190	141
191	142
192	143
194	144
195	145
196	146
198	147
199	148
200	149
202	150
203	151
204	152
205	153
206	154
207	155
208	156
209	157
210	158
211	159
212	160
213	161
214	162
216	163
217	164
218	165
219	166
220	167
221	168
222	169
223	170
224	171
225	172
226	173
228	174
229	175
230	176
232	177
233	178
234	179
236	180
239	181
240	182
241	183
242	184
243	185
244	186
245	187
246	188
250	189
251	190
253	191
254	192
256	193
257	194
258	195
259	196
263	197
265	198
268	199
269	200
271	201
273	202
276	203
277	204
278	205
281	206
282	207
283	208
292	209
299	210
301	211
302	212
304	213
309	214
310	215
311	216
312	217
313	218
315	219
316	220
318	221
321	222
324	223
325	224
329	225
330	226
334	227
336	228
337	229
338	230
339	231
340	232
346	233
347	234
349	235
352	236
356	237
357	238
358	239
359	240
360	241
364	242
366	243
367	244
372	245
374	246
376	247
378	248
379	249
381	250
382	251
383	252
384	253
387	254
388	255
389	256
390	257
391	258
392	259
393	260
395	261
396	262
397	263
400	264
403	265
405	266
406	267
409	268
410	269
413	270
414	271
416	272
417	273
419	274
422	275
424	276
426	277
427	278
428	279
429	280
431	281
433	282
434	283
435	284
436	285
437	286
438	287
439	288
440	289
442	290
444	291
445	292
446	293
448	294
449	295
450	296
455	297
458	298
459	299
463	300
465	301
467	302
468	303
471	304
472	305
477	306
479	307
480	308
481	309
485	310
486	311
487	312
494	313
495	314
496	315
497	316
498	317
499	318
501	319
503	320
505	321
507	322
509	323
510	324
511	325
512	326
514	327
515	328
519	329
520	330
521	331
522	332
523	333
526	334
528	335
529	336
531	337
533	338
539	339
541	340
542	341
544	342
545	343
547	344
548	345
550	346
554	347
556	348
557	349
558	350
560	351
562	352
563	353
565	354
566	355
569	356
571	357
572	358
573	359
574	360
575	361
577	362
578	363
579	364
580	365
584	366
585	367
592	368
596	369
597	370
599	371
600	372
601	373
606	374
611	375
613	376
618	377
619	378
620	379
625	380
626	381
627	382
636	383
638	384
643	385
659	386
665	387
666	388
668	389
669	390
671	391
676	392
677	393
684	394
685	395
687	396
688	397
690	398
692	399
696	400
697	401
700	402
702	403
703	404
704	405
706	406
711	407
716	408
718	409
728	410
731	411
736	412
738	413
742	414
746	415
750	416
752	417
753	418
756	419
757	420
764	421
766	422
771	423
772	424
773	425
776	426
778	427
779	428
780	429
782	430
785	431
790	432
792	433
803	434
804	435
807	436
808	437
809	438
810	439
812	440
814	441
817	442
822	443
828	444
840	445
843	446
844	447
845	448
847	449
861	450
864	451
865	452
866	453
868	454
869	455
870	456
872	457
873	458
876	459
877	460
878	461
879	462
880	463
881	464
883	465
887	466
889	467
890	468
891	469
892	470
893	471
895	472
897	473
898	474
900	475
901	476
902	477
906	478
910	479
912	480
914	481
915	482
916	483
918	484
923	485
926	486
928	487
929	488
930	489
931	490
933	491
934	492
935	493
937	494
939	495
940	496
942	497
944	498
945	499
948	500
950	501
954	502
958	503
960	504
967	505
968	506
970	507
971	508
973	509
974	510
977	511
979	512
981	513
983	514
984	515
986	516
987	517
988	518
990	519
991	520
992	521
993	522
994	523
997	524
999	525
1000	526
1001	527
1004	528
1005	529
1006	530
1008	531
1009	532
1010	533
1011	534
1012	535
1014	536
1019	537
1020	538
1021	539
1024	540
1025	541
1027	542
1028	543
1029	544
1033	545
1037	546
1038	547
1041	548
1042	549
1045	550
1046	551
1049	552
1050	553
1053	554
1054	555
1056	556
1066	557
1067	558
1069	559
1072	560
1073	561
1074	562
1076	563
1077	564
1078	565
1080	566
1082	567
1085	568
1086	569
1089	570
1090	571
1091	572
1093	573
1103	574
1110	575
1111	576
1121	577
1125	578
1127	579
1130	580
1131	581
1132	582
1135	583
1140	584
1142	585
1143	586
1145	587
1147	588
1149	589
1155	590
1156	591
1157	592
1159	593
1160	594
1170	595
1181	596
1182	597
1184	598
1186	599
1190	600
1191	601
1193	602
1197	603
1201	604
1210	605
1211	606
1213	607
1214	608
1222	609
1223	610
1226	611
1228	612
1230	613
1232	614
1233	615
1235	616
1237	617
1238	618
1239	619
1240	620
1242	621
1244	622
1246	623
1247	624
1248	625
1249	626
1252	627
1256	628
1257	629
1259	630
1261	631
1262	632
1265	633
1266	634
1268	635
1270	636
1271	637
1277	638
1278	639
1279	640
1285	641
1288	642
1289	643
1290	644
1295	645
1296	646
1297	647
1298	648
1300	649
1301	650
1305	651
1307	652
1309	653
1313	654
1314	655
1318	656
1319	657
1321	658
1323	659
1324	660
1329	661
1330	662
1331	663
1332	664
1333	665
1343	666
1344	667
1346	668
1347	669
1348	670
1349	671
1350	672
1353	673
1354	674
1355	675
1356	676
1362	677
1363	678
1366	679
1367	680
1370	681
1379	682
1380	683
1383	684
1386	685
1390	686
1396	687
1397	688
1398	689
1407	690
1411	691
1413	692
1421	693
1426	694
1437	695
1439	696
1440	697
1441	698
1442	699
1443	700
1446	701
1447	702
1448	703
1450	704
1452	705
1453	706
1456	707
1458	708
1459	709
1461	710
1462	711
1463	712
1464	713
1465	714
1474	715
1478	716
1481	717
1482	718
1483	719
1485	720
1488	721
1489	722
1490	723
1492	724
1495	725
1497	726
1500	727
1501	728
1503	729
1505	730
1507	731
1510	732
1511	733
1512	734
1513	735
1514	736
1515	737
1517	738
1518	739
1519	740
1521	741
1525	742
1526	743
1527	744
1534	745
1535	746
1539	747
1543	748
1544	749
1545	750
1546	751
1547	752
1550	753
1551	754
1554	755
1556	756
1557	757
1558	758
1560	759
1561	760
1563	761
1565	762
1567	763
1568	764
1570	765
1571	766
1572	767
1573	768
1574	769
1575	770
1576	771
1578	772
1584	773
1585	774
1586	775
1587	776
1591	777
1593	778
1598	779
1600	780
1601	781
1603	782
1606	783
1607	784
1610	785
1615	786
1617	787
1619	788
1620	789
1622	790
1628	791
1629	792
1633	793
1637	794
1639	795
1641	796
1644	797
1646	798
1648	799
1650	800
1651	801
1652	802
1653	803
1654	804
1656	805
1662	806
1666	807
1667	808
1668	809
1669	810
1671	811
1672	812
1674	813
1676	814
1678	815
1679	816
1680	817
1682	818
1687	819
1691	820
1693	821
1694	822
1696	823
1697	824
1703	825
1704	826
1705	827
1707	828
1712	829
1715	830
1717	831
1718	832
1720	833
1723	834
1725	835
1726	836
1727	837
1730	838
1732	839
1735	840
1736	841
1738	842
1743	843
1744	844
1745	845
1746	846
1748	847
1749	848
1753	849
1754	850
1757	851
1758	852
1760	853
1761	854
1763	855
1766	856
1767	857
1768	858
1769	859
1771	860
1772	861
1773	862
1774	863
1775	864
1777	865
1779	866
1783	867
1785	868
1788	869
1789	870
1790	871
1791	872
1798	873
1799	874
1800	875
1802	876
1803	877
